draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,sustained_hiv,sustained_syph,sustained_ng,sustained_ct,sustained_tv,pf_2035_2040_hiv,pf_2035_2040_syph,pf_2035_2040_ng,pf_2035_2040_ct,pf_2035_2040_tv,ni_2030_2040_hiv,ni_2030_2040_syph,ni_2030_2040_ng,ni_2030_2040_ct,ni_2030_2040_tv,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_pass,n_seeds_ok,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,pass_early_lat_band,pass_sustained,n_pass_mean
66,0.6026589117551732,0.15485341606406144,0.2924381312101328,0.5551135242578579,0.2909094288375625,0.15397704690457967,0.0,0.7535600703408538,0.13000785807774806,22774.666666666668,1.0,1.0,1.0,1.0,1.0,0.1338686881411911,0.13000785807774806,0.14084980089808505,0.24996225675969283,0.07472791233146009,4886.5,22774.666666666668,477439.0833333333,234281.33333333334,141691.58333333334,0.4535616225295253,0.1285752282117322,0.22853557914134484,0.07254236986948816,3.5330242273696713,0.14415710736134843,4.333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,4.333333333333333
71,0.7041681681681681,0.1611627940676178,0.34045338108677364,0.49686839252283727,0.33921976306536544,0.1639118444117973,0.0,0.4841476942000813,0.19351643534617022,40520.25,1.0,1.0,1.0,1.0,1.0,0.08732529823054119,0.19351643534617022,0.10142538273432801,0.1997152643417899,0.3194951386403055,2646.25,40520.25,353899.0833333333,194459.5,698788.8333333334,0.5023052039941045,0.16251601903315682,0.19741773469777438,0.06575924643358766,3.0964969333066663,0.12352924345687662,3.6666666666666665,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,3.6666666666666665
77,0.5988400310619297,0.1378725199411164,0.24354843553024622,0.5281848934507701,0.31928241063164403,0.15253269591758592,0.0,0.5101694038884202,0.10744308332572644,20710.833333333332,1.0,1.0,1.0,1.0,1.0,0.09140229347923878,0.10744308332572644,0.07783975780281797,0.019508762651863246,0.34130286441126517,2793.6666666666665,20710.833333333332,257865.58333333334,18424.666666666668,690809.0,0.42183585435692633,0.10390131039241701,0.21625047182801324,0.0548337105929011,4.089267129918049,0.12069470357377944,4.333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,4.333333333333333
81,0.5496926959447898,0.13177866986180972,0.2481079772917492,0.5990054759532417,0.2695742415327082,0.13142028251405005,0.0,0.30540201256781324,0.12971001389958997,20046.25,1.0,1.0,1.0,1.0,1.0,0.02052932377845142,0.12971001389958997,0.13698309402967462,0.25280146265861436,0.011745885275280796,306.9166666666667,20046.25,497538.5,247232.25,21568.75,0.41883624679163267,0.14560973950046932,0.17700385041009603,0.06835385008476062,2.881924580476723,0.059378564144978684,4.333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,4.333333333333333
83,0.5755589455620812,0.16981832580404574,0.2790624272807363,0.5378640119765769,0.304004324473611,0.15813166354981226,0.0,0.5923097994284435,0.1603498343347531,23340.166666666668,1.0,1.0,1.0,1.0,1.0,0.16167416200425924,0.1603498343347531,0.043450819225854614,0.029040358922876625,0.029778045836873598,6479.083333333333,23340.166666666668,148888.41666666666,24727.333333333332,42011.333333333336,0.46038918103473864,0.10657266354101978,0.2612712445021626,0.061339760446946334,4.332068603020641,0.14314134710074358,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
84,0.5333158420600944,0.1501387888070967,0.22064708222550397,0.3791876796184108,0.41850238735565926,0.20230993302592992,0.0,0.329517508369429,0.12146873620018668,15418.333333333334,1.0,1.0,1.0,1.0,1.0,0.038667907905818664,0.12146873620018668,0.047118435116377026,0.2534813788299509,0.20855788093840735,667.0,15418.333333333334,169321.33333333334,244363.66666666666,418431.3333333333,0.4016454236044827,0.10970991238891581,0.22630941781521274,0.0662326337914971,3.669536621823585,0.08974552851380602,3.0,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
94,0.5,0.11571646740344305,0.16067614381821535,0.38848827094829685,0.18030965361345655,0.09786874210491325,0.0,0.4296480272495032,0.09942230412023645,13791.916666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.14909294121141922,0.09942230412023645,0.0028732660407108247,0.14186775545897426,0.15518363372387653,5957.083333333333,13791.916666666666,11261.666666666666,113619.58333333333,238027.16666666666,0.2812530983680475,0.06125370968492975,0.17463193255958206,0.03832640851370526,3.069155317467026,0.13578193486673043,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665
103,0.7195645243901456,0.24841682198772938,0.36132352667718637,0.47410772072110047,0.34967236629404724,0.1762199129848523,0.0,0.281096477166422,0.2439048915030261,40870.666666666664,1.0,1.0,1.0,1.0,1.0,0.11342939193687673,0.2439048915030261,0.0841135825749259,0.2750514680161993,0.1765169907205125,3668.5,40870.666666666664,278192.1666666667,250605.91666666666,304799.6666666667,0.5519539552070218,0.14883581176867428,0.27731898299570956,0.06561929335452858,3.72838554548814,0.12844131988025456,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
107,0.0,0.015833825782794724,0.028791269171641643,0.0,0.0,0.0,0.0,0.009316770186335404,0.0026100055268779075,0.0,1.0,0.0,1.0,1.0,1.0,0.08508845106476769,0.0026100055268779075,0.08042630652472037,0.1842085625880069,0.3594699928023323,2510.9166666666665,0.0,277728.1666666667,175967.16666666666,830499.5833333334,0.06598193380447519,0.008978263069778551,0.03327912414875695,0.003906222057926566,3.951335495945006,0.12215960952481435,1.6666666666666667,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667
112,0.6442408573141487,0.21595662501084414,0.307709139111872,0.5259832591199883,0.3068702472187727,0.167146493661239,0.0,0.6867599466971255,0.16409674005926855,23533.5,1.0,1.0,1.0,1.0,1.0,0.03217666283708628,0.16409674005926855,0.07921431831479496,0.1761142043359807,0.3497653749378647,454.3333333333333,23533.5,272740.1666666667,165947.66666666666,777664.0,0.48965207282433987,0.17614416382055,0.3081327691141928,0.11242246878287486,2.800859257567508,0.08461756812320355,3.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0
114,0.0,0.0022544283413848632,0.015780998389694042,0.0,0.0,0.0,0.0,0.0011534025374855825,0.0003747423549339594,0.0,1.0,0.0,1.0,1.0,1.0,0.02060860759557484,0.0003747423549339594,0.053936939851738065,0.030102062413494845,0.017174820118714868,319.0,0.0,193304.33333333334,26694.5,26464.916666666668,0.0483760152481798,0.005860656747991509,0.009248177733245506,0.0008170805357206294,4.126953295742635,0.06260180644462365,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
120,0.4677289554160631,0.12083538067660875,0.21728102423180182,0.3886301818826521,0.17894285040960714,0.09909363437440744,0.0,0.35571612627916327,0.134789509454299,19799.75,1.0,0.6666666666666666,1.0,1.0,1.0,0.09737276532668665,0.134789509454299,0.11644014167333243,0.21758513124243442,0.12830088394030506,3141.6666666666665,19799.75,402440.25,204256.66666666666,234970.08333333334,0.3416352672266312,0.0976785189701525,0.1602593098529341,0.05081332940903736,3.5784084329522385,0.12236215854796668,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,3.6666666666666665
122,0.6605027797921199,0.1789413462298356,0.3289729679391573,0.49200201735764754,0.3424906111941857,0.16550737144816674,0.0,0.4674922989832721,0.18576199971960358,28601.25,1.0,1.0,1.0,1.0,1.0,0.06575890358753766,0.18576199971960358,0.027853122850068007,0.2675246842452919,0.0867679833172763,1781.0833333333333,28601.25,99929.16666666667,235281.83333333334,137965.08333333334,0.5196339219803431,0.153906368261761,0.22736157082840144,0.0753134044424781,3.3803101011429173,0.10833499325790796,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
129,0.36904761904761907,0.06214802522487852,0.18057982874009973,0.3542161599869731,0.21844208104600848,0.09400842563368507,0.0,0.3462385165742348,0.057490509155041364,17448.333333333332,1.0,0.6666666666666666,1.0,1.0,1.0,0.010863878740993515,0.057490509155041364,0.13303147430894705,0.03679342544291487,0.12969449210940934,145.0,17448.333333333332,494595.0,38028.666666666664,229612.33333333334,0.28749445281027003,0.11649315787915375,0.07675651272242832,0.040143843033963074,4.327372521343691,0.03739327906133252,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,3.0
131,0.7167410332134908,0.19335116901997307,0.2860545859636893,0.6093160100864429,0.2591777983164036,0.13150619159715357,0.0,0.6742348618987742,0.14272211055728434,24128.0,1.0,1.0,1.0,1.0,1.0,0.0910282654926851,0.14272211055728434,0.1572512695889403,0.04748772603876045,0.06063538852739626,2636.5833333333335,24128.0,536048.0833333334,45631.5,94482.0,0.4558568828930866,0.1266199417729663,0.27495022720659823,0.07168834319065061,3.608464670004423,0.11829017810165543,4.666666666666667,3,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,4.666666666666667
143,0.22592592592592595,0.05461496450027307,0.10622610595303113,0.16534914361001318,0.1111111111111111,0.05687307861220905,0.0,0.22949117341640704,0.053897276812947405,9988.083333333334,1.0,0.3333333333333333,1.0,1.0,1.0,0.16067935749569842,0.053897276812947405,0.1381969907468192,0.2678257244816707,0.30574770060949447,6587.833333333333,9988.083333333334,465732.75,257805.16666666666,647918.0,0.17550299075584555,0.04122701571613018,0.08768352365415988,0.02150394016294911,4.256989930201995,0.1400702768029984,2.0,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0
149,0.7315663893043745,0.1667583085038217,0.34267203945954156,0.5117047896969821,0.3235807095182465,0.16471450078477143,0.0,0.6849708955747248,0.17432187300403745,37298.833333333336,1.0,1.0,1.0,1.0,1.0,0.12989167322533837,0.17432187300403745,0.012274199108107347,0.07874240929683594,0.23721564269475093,4444.25,37298.833333333336,44925.833333333336,63541.416666666664,399598.25,0.5279761156070752,0.14706359195077637,0.24553326766039052,0.07064463627615454,3.5982341432158726,0.13973264244905356,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
152,0.6288063215152597,0.20414721576981706,0.3264618101083683,0.541924110653794,0.3047321166374127,0.15334377270879337,0.0,0.55016654219971,0.19027147258006194,27008.666666666668,1.0,1.0,1.0,1.0,1.0,0.06578037877183462,0.19027147258006194,0.15135818913726443,0.1555574689769367,0.024738689758058485,1648.1666666666667,27008.666666666668,524960.4166666666,142112.08333333334,44459.416666666664,0.49548733559702224,0.1672433156038656,0.2685936411812286,0.09332285261353031,2.976304153537022,0.11293602589779846,3.3333333333333335,3,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,3.3333333333333335
158,0.5955181470938484,0.18829831140346684,0.31302619769881007,0.4962889033945627,0.3339457121375727,0.1697653844678646,0.0,0.25604877973049206,0.19186303533580254,30481.416666666668,1.0,1.0,1.0,1.0,1.0,0.12357782371675054,0.19186303533580254,0.07156032594777893,0.043141841895470205,0.01879149427544843,4478.083333333333,30481.416666666668,235690.25,35670.0,26107.25,0.5079009963543172,0.12110388472153531,0.22365249241958263,0.05279579086630854,4.204102642455227,0.12903731917452388,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
162,0.7083966258246067,0.19713393453589126,0.283301722808208,0.5923359498022424,0.2690693852284051,0.13859466496935255,0.0,0.330662466817047,0.16859920617574384,27963.25,1.0,1.0,1.0,1.0,1.0,0.1439627394089014,0.16859920617574384,0.09822962225417581,0.1934944068309763,0.18447899511765678,5229.666666666667,27963.25,322066.75,175106.83333333334,338067.5,0.47253656325256693,0.0939442024292247,0.2413292096039197,0.044077246954876304,5.036785636926241,0.1465356593335966,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
176,0.7013053107364127,0.1462024293407955,0.32435004870765394,0.55668562961811,0.28627824915867456,0.15703612122321553,0.0,0.6846932265730219,0.1722505181132781,25810.0,1.0,1.0,1.0,1.0,1.0,0.08809892592274195,0.1722505181132781,0.04203771863279674,0.2650648390384678,0.3228640446677353,2520.5833333333335,25810.0,146665.08333333334,250647.0,709282.0,0.49149079574564447,0.15515800114998948,0.17872680192145876,0.07646007622272137,3.168554031778234,0.1256542167048844,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
183,0.7032371949807144,0.19954932649053037,0.3225633483598594,0.49777575214739,0.32742476646023116,0.1747994813923788,0.0,0.5472435569209763,0.1948424450389964,25971.916666666668,1.0,1.0,1.0,1.0,1.0,0.11487675853141203,0.1948424450389964,0.15555662802032358,0.22571370122735213,0.21576150197517174,3644.3333333333335,25971.916666666668,530511.5,219186.83333333334,439004.4166666667,0.4867042322660722,0.14240849764792748,0.2572792439253394,0.07465656491097517,3.437215668925885,0.13632056769132925,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
186,0.5924911603985857,0.1505367929309983,0.31601639240328105,0.508995194245097,0.33738961315762794,0.15361519259727507,0.0,0.5413202234224254,0.14488544311058732,43135.083333333336,1.0,1.0,1.0,1.0,1.0,0.025814932843140247,0.14488544311058732,0.010980658731627629,0.18079057724763445,0.1349597175670554,393.9166666666667,43135.083333333336,43077.083333333336,153136.91666666666,211257.75,0.4753958880430831,0.18721068404902996,0.20358261956899237,0.07804103560806987,2.551440161639539,0.07215529607893989,3.3333333333333335,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,3.3333333333333335
187,0.16161616161616163,0.029529268716345317,0.07451797811360084,0.19866019866019866,0.09112959112959113,0.04354354354354354,0.0,0.08833922261484099,0.03721464056438476,7469.916666666667,1.0,0.3333333333333333,1.0,1.0,1.0,0.10508757912034539,0.03721464056438476,0.012474588240488466,0.013543443869525088,0.372168662423799,3542.8333333333335,7469.916666666667,44650.333333333336,12854.25,772291.75,0.1303968600087222,0.02796876326288091,0.04317431172499084,0.009167303284950344,4.6622318900235395,0.13004573296177577,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
192,0.6716524216524217,0.09504928125057344,0.2310471226647363,0.5503436414397701,0.30094828213382807,0.14870807642640185,0.0,0.4479682961917429,0.10270525860086033,20215.416666666668,1.0,1.0,0.6666666666666666,1.0,1.0,0.14077331707483576,0.10270525860086033,0.0016531711493463547,0.049626560355408,0.041444317670735475,4838.166666666667,20215.416666666668,7158.166666666667,39551.166666666664,59445.166666666664,0.3895083624539635,0.0785733079736909,0.13618871278297318,0.03280237935862674,4.965451377428017,0.14540001123963894,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,4.0
195,0.6033022301634571,0.16203467485653744,0.2963733819337669,0.5836671782142778,0.28451346719195963,0.13181935459376257,0.0,0.40924285162150725,0.15387414651671324,32165.833333333332,1.0,1.0,1.0,1.0,1.0,0.06022622020019325,0.15387414651671324,0.10338777553126281,0.025720282266564757,0.17267070982453148,1508.0,32165.833333333332,351356.75,24135.25,269878.8333333333,0.4868313910404527,0.13959581800332874,0.21515882046962623,0.06184920606069572,3.5345342546886003,0.10486777636466549,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
197,0.7830687830687831,0.25329361765007685,0.34259446005010585,0.48735857769617263,0.34569532026457345,0.1669461020392539,0.0,0.6863707006420321,0.19848830093470324,36252.416666666664,1.0,1.0,1.0,1.0,1.0,0.11287178513661568,0.19848830093470324,0.09022909889797008,0.15958197454142262,0.12381360173388678,3823.1666666666665,36252.416666666664,296032.0,135446.91666666666,199007.66666666666,0.5070066294197885,0.15750592445336137,0.31229736470868513,0.08655312792733576,3.218954676934563,0.12807297751532756,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
198,0.6196866341457895,0.1561131001152357,0.30044776491594544,0.5651488064463582,0.2988881951569614,0.13596299839668036,0.0,0.41565417729285253,0.15079145783561093,32095.75,1.0,1.0,1.0,1.0,1.0,0.08551561200586168,0.15079145783561093,0.08618117965502776,0.2851618187380877,0.017285729133245862,2474.6666666666665,32095.75,297907.3333333333,264649.1666666667,31165.333333333332,0.47417447569162535,0.13507696621486534,0.20429458772554,0.06077154526525066,3.5155074814880156,0.11997242407085722,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
212,0.23177083333333334,0.05284247433007763,0.11294765840220385,0.17753086419753086,0.10537037037037038,0.050432098765432094,0.0,0.218091697645601,0.056637097245045905,12653.666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.07699926811980472,0.056637097245045905,0.021746374975571203,0.003259879022450614,0.08860585164340351,2315.1666666666665,12653.666666666666,81784.83333333333,3866.6666666666665,132534.83333333334,0.17540421362077416,0.055259823147656865,0.06500081659317328,0.023671553500757142,1.5893962154596908,0.11182640255093242,2.0,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0
238,0.6003906994473033,0.1726083402851891,0.31545962379546594,0.5043236531021124,0.33137186526907964,0.16430448162880804,0.0,0.7304727491719362,0.14386400830400387,35476.666666666664,1.0,1.0,1.0,1.0,0.6666666666666666,0.12423577918188516,0.14386400830400387,0.09858597780519689,0.09332404920974957,0.00374826045012633,4509.5,35476.666666666664,323577.1666666667,77497.66666666667,6242.25,0.48717334648902283,0.14263562914333183,0.2654377382540645,0.07239619597106615,3.4299195883643314,0.1322367549786157,3.6666666666666665,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,3.6666666666666665
239,0.6801199056959426,0.18164945075623543,0.2860076040098515,0.5632848024611973,0.2887522757050343,0.1479629218337684,0.0,0.5003031215961228,0.15711542980143242,25761.666666666668,1.0,1.0,1.0,1.0,1.0,0.07042484427893417,0.15711542980143242,0.061027917743187214,0.28194383108019433,0.1060943551225289,2124.25,25761.666666666668,208543.83333333334,253247.33333333334,178388.66666666666,0.4708539490132316,0.14053370818548447,0.26810060831171084,0.079545126359557,3.368616594993678,0.11160268897928817,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,4.666666666666667
291,0.7905214059636848,0.164912643687134,0.31074562107859866,0.5959626607266097,0.26761320552172024,0.13642413375166992,0.0,0.45105197107271594,0.16161484917054225,33821.25,1.0,1.0,0.6666666666666666,1.0,1.0,0.11527532349092202,0.16161484917054225,0.004806355520951228,0.14706934774946687,0.34764022848150694,4026.1666666666665,33821.25,19246.333333333332,126345.75,744811.8333333334,0.485504918647476,0.12766867866327006,0.20437465361649332,0.053651298333833315,3.8055081962485517,0.12931486923805394,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,4.666666666666667
292,0.451874208907916,0.10384412845740221,0.25153180203599335,0.6225691454575856,0.24525017732264157,0.1321806772197728,0.0,0.5524064806965625,0.10430925356765487,24202.916666666668,1.0,1.0,1.0,0.3333333333333333,1.0,0.1362344449155085,0.10430925356765487,0.025404989777704168,0.0007540292429479094,0.1464819142070649,5014.583333333333,24202.916666666668,88981.66666666667,993.25,210090.5,0.4337117571239711,0.09456058268047689,0.1739440356736727,0.04625772235573585,4.598245195961394,0.13808686631719044,4.333333333333333,3,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,4.333333333333333
342,0.6808416351371678,0.153290987106681,0.3011827970345092,0.6216375513787843,0.24804346202571328,0.13031898659550242,0.0,0.6867571690054911,0.16702844686203175,23917.75,1.0,1.0,1.0,1.0,1.0,0.07316392167755363,0.16702844686203175,0.1083475354623261,0.075932348447315,0.298715556412249,2102.5,23917.75,372628.25,70561.83333333333,593001.6666666666,0.48440153688549076,0.14485324827337617,0.20644902720446642,0.0741726133140972,3.349863243107809,0.11307153442847871,4.333333333333333,3,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,4.333333333333333
