draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_pass,n_seeds_ok,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,pass_early_lat_band,pass_sustained,n_pass_mean
55,0.6934450071419297,0.1515528981857433,0.3089093152941082,0.5751669063594075,0.2687370972071986,0.1560959964333939,0.0,0.4924367557806415,0.17062892554051948,23250.75,0.4786593591666118,0.1644013018232481,0.1785056438024263,0.08285749072579594,2.9138207901568,0.09047920046402601,3.6666666666666665,3,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,3.6666666666666665
57,0.6289881835858847,0.14749323921383753,0.30433517201034066,0.6553003075080528,0.23120699338700146,0.1134091987709444,8.3500334001336e-05,0.5263499320945536,0.14326941699040366,25085.0,0.4837784123722302,0.12901713090231723,0.1990330183381314,0.05814604751285742,3.752317217698048,0.12463707320525681,3.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,3.3333333333333335
58,0.36512226512226514,0.10095452776771459,0.17378704323759267,0.31811959986090943,0.2322099943452398,0.11633707246051743,0.0,0.3797898957371408,0.08868562767698863,14613.583333333334,0.29483452185615416,0.057880650785469695,0.1647857238908077,0.033708610966228576,3.717335089194094,0.14933058564057103,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0
65,0.7456020759650405,0.1864888409577529,0.2763323922219998,0.6298048879240562,0.23634594443232057,0.13384916764362317,0.0,0.5606141558205303,0.13769110401716125,21290.833333333332,0.431653339599214,0.11060704277653015,0.25190641699670024,0.06551868291148362,3.901667230827437,0.1387396885979118,4.0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0
73,0.5992852932508105,0.11590169917818287,0.25013660010441546,0.5756834680337057,0.2860244120868187,0.13829211987947557,0.0,0.6028530155290719,0.11554527786452272,19741.75,0.4078643452080361,0.10698411979742506,0.1551899173167769,0.046839592578288645,3.8142184695739343,0.12904457828656887,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
92,0.5294424451050957,0.12888596802394622,0.2248147975965887,0.355567275692336,0.21327337600346144,0.09782601497086924,0.0,0.31382137917407626,0.12044079209370491,26153.166666666668,0.33223443677868597,0.08012559749904376,0.1496474423090939,0.03304849478177413,2.7816845954643887,0.1528272935414566,3.3333333333333335,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335
106,0.428444918312227,0.1051635171034034,0.21651306032637194,0.5182554017278881,0.3191440062061331,0.1626005920659788,0.0,0.33751721617899205,0.06797845454677236,10959.583333333334,0.36780648814427136,0.06766818255536895,0.15243357324200804,0.032306395634352,5.434185198168268,0.14471531152424055,4.0,3,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,4.0
115,0.24372759856630824,0.04651026855381136,0.08434574936306753,0.18636647904940587,0.10068792995622265,0.046278924327704814,0.0,0.17253521126760563,0.035640647942938856,7834.833333333333,0.14294032023289666,0.030882987982931737,0.06986899563318777,0.015553036023862517,2.3274862707676363,0.1384336490069911,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
122,0.6954762878002775,0.14730464444186744,0.31486813082496307,0.5075834924702854,0.3359467523414195,0.1564697551882951,0.0,0.4983198090988932,0.17126402012458178,33666.583333333336,0.5132542302062276,0.11318361369597014,0.20075946914027135,0.04706351739716738,4.548737568670556,0.14279114922652011,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0
136,0.452579365079365,0.10108633310976506,0.19326435034603637,0.3849402925424919,0.18655541103544926,0.09517096308872545,0.0,0.4459412345367862,0.09787021652450739,16401.916666666668,0.2893061631065488,0.09631489257284565,0.11800010250627851,0.04836499631806441,2.3332780907090283,0.12365003857607908,3.3333333333333335,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,3.3333333333333335
143,0.5835964801482043,0.10923391620842811,0.23149470721503854,0.6190001968647064,0.2498790509581241,0.13112075217716954,0.0,0.6620643753763241,0.11414009503229895,20633.5,0.38903956724754224,0.09012807278947978,0.16249713724804646,0.04228956577307356,4.319142526788333,0.1433420340253866,4.666666666666667,3,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,4.666666666666667
148,0.7048749173621025,0.17886664336774374,0.25816788927339224,0.5991696324526009,0.2653921047607792,0.13543826278661988,0.0,0.6296106055796652,0.12145249300210552,20906.583333333332,0.4008177962585057,0.12595556995952797,0.2527928819485415,0.07283919843689213,3.1814965534261987,0.11845387685343751,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
152,0.20576012681275838,0.06296264839423889,0.13561689764735393,0.3661797798149136,0.19975834401055778,0.10072854284119521,0.0,0.17093079922027288,0.04718580385967953,7706.75,0.25479920604797607,0.044588313790401846,0.10590342811217272,0.01764959356597988,5.162739521327797,0.12999911003692086,4.0,3,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0
154,0.6101040388119814,0.12004700308174619,0.2755692031849175,0.5559346651541722,0.30064814285565894,0.14341719199016886,0.0,0.28197905354066966,0.1383890888529488,28937.166666666668,0.45986878432280504,0.13794232722494662,0.14420981776046252,0.049965183757705554,3.332506836654261,0.09032946336623748,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
155,0.6087280535556397,0.18260151352411377,0.34249375215419525,0.511220145073146,0.3285571184176852,0.16022273650916882,0.0,0.666153811849176,0.1683505965568305,38077.0,0.513582128625201,0.1690242390150536,0.2423371348220852,0.08010271783870991,3.0414043513026616,0.11392370435409536,3.6666666666666665,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,3.6666666666666665
160,0.5215415019762846,0.15239710504086648,0.2836332771538701,0.5954853573032254,0.2654844769985624,0.13903016569821217,0.0,0.7905098230650509,0.12013957915320704,22649.0,0.456384468022399,0.13473245286985047,0.22921640141467728,0.0774138744783582,3.399689723796644,0.11912837117310508,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
184,0.5501689750309664,0.10100704726877846,0.2628470431862631,0.629440943646597,0.24911904244357974,0.12144001390982333,0.0,0.5124791769905518,0.08339988737397923,15481.166666666666,0.42810858005830105,0.11880431642695656,0.13619233668813094,0.04943725570755925,3.6110222183003855,0.11953846387795446,4.0,3,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,4.0
185,0.4441192620607195,0.14327865203547674,0.2597853452658765,0.5829683524211855,0.26460020978402077,0.15243143779479368,0.0,0.42321616310116755,0.09855238510433888,16095.0,0.4455401855345125,0.13135844979873904,0.22014350459074836,0.07236715063119344,3.53462398270795,0.09137336661060773,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0
200,0.6618199200570228,0.14094503995157812,0.2910952525024507,0.6114726758707159,0.24799354077841518,0.14053378335086905,0.0,0.46605501805452193,0.15320626733976542,19507.333333333332,0.4627308999692267,0.13571599437075435,0.17116613275416936,0.06426942100993029,3.419454802749073,0.11200628040814681,4.0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0
202,0.4305120167189133,0.07997004205614115,0.17408546412605738,0.3888100400036331,0.18644516579985546,0.09141146086317808,0.0,0.37102069558378376,0.07413330307906846,16085.333333333334,0.2845646861015539,0.07180139115396082,0.12665445169222822,0.035925580563741184,2.646635256219136,0.12961355539503136,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665
218,0.7362962962962962,0.15166616461274332,0.275131032578477,0.6164551092766618,0.24475980318113952,0.13878508754219857,0.0,0.720199453702176,0.12074612160404426,17844.666666666668,0.44060986849919265,0.10669124892531419,0.22405032206748468,0.06247885348973555,4.140608709832654,0.1453733083712089,4.333333333333333,3,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,4.333333333333333
227,0.6219157088122605,0.17170373222857424,0.26670381831023254,0.5981225429224878,0.26393073808572765,0.1379467189917846,0.0,0.7072480111897894,0.1320807859491013,21269.083333333332,0.427876935819861,0.13212854512763597,0.2640730580643977,0.08206038626908352,3.2502941752908487,0.1215602519819456,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,4.666666666666667
228,0.5895771857782547,0.13929415929611907,0.29991583598651955,0.661738579298779,0.2284597258108907,0.10980169489033026,0.0,0.5512047091941215,0.15098205235668014,28502.166666666668,0.46826182063604643,0.12100121593631119,0.16806178948563621,0.04586626454193443,3.9097008738815617,0.13425169752786512,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
240,0.586454807931318,0.1627462912321895,0.24508409234291298,0.5885176442881411,0.2681882807324219,0.1432940749794369,0.0,0.5209661773154375,0.14232198128821685,21689.583333333332,0.4160605143597113,0.086594094698617,0.2310983313015004,0.048720816078089695,4.848454700965745,0.1432057649518517,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
242,0.6052286608425989,0.16926754947309366,0.2814926230323336,0.5417569126897519,0.3129645980805416,0.1452784892297065,0.0,0.5081329489224227,0.14695815251868863,25785.833333333332,0.4624715868323314,0.11563740346372098,0.25703605869090124,0.057635841734620774,4.013251819187798,0.13112791743418054,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
245,0.7342204319585027,0.17108719914046758,0.3305116242779203,0.5799006270086465,0.2795609612613387,0.14053841173001483,0.0,0.567228134184656,0.19569168381937072,33618.25,0.5062383683117974,0.13195908773697693,0.19688561479474817,0.06143737605185614,3.836373356877813,0.14200323722880745,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
254,0.361139254756276,0.07408371222555149,0.1536841461691594,0.35996542511394,0.20448884174131698,0.10221239981140971,0.0,0.2817107955483383,0.053200735945122125,10698.583333333334,0.26976846680977357,0.0710204021626452,0.1317300894471591,0.0379524026165795,3.6204345364941393,0.10434327146379863,3.3333333333333335,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,3.3333333333333335
262,0.2464110464452813,0.05440552772626353,0.12570849222604177,0.3259354569713939,0.23402484016771452,0.10670636952755819,0.0,0.0856892174432497,0.04544154342830112,5645.333333333333,0.2361407891316624,0.05235140692581359,0.07195890447911252,0.018826032568632144,6.156272230282254,0.10095442932484604,3.6666666666666665,3,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.6666666666666665
291,0.30720649818793055,0.0643205404270215,0.13040857759686245,0.4135163522634186,0.17244087035619338,0.08070944404705467,0.0,0.2765413066983546,0.05048518301436539,9959.083333333334,0.24902114521500548,0.03960757311452306,0.12976759210048008,0.019911089689212205,4.794591931467916,0.14019105548264602,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,3.0
307,0.5682625509915585,0.12527642805841624,0.244894141261239,0.5723683365465954,0.2879754418468019,0.13965622160660268,0.0,0.27055805905360875,0.12230315854028444,20014.833333333332,0.41749771944893893,0.12881466669153616,0.14757736006516495,0.050630309023104336,3.2424879836260785,0.08020876382345589,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
316,0.4573856199078204,0.12759332815072064,0.24844026177938053,0.567025349455608,0.2740447308236294,0.15892991972076265,0.0,0.41289198606271776,0.10313490303523275,14985.75,0.43157430206812175,0.08904979610316431,0.19268189797028504,0.04036944942812246,5.274361151919033,0.13833101527946326,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.0
317,0.6479522412358233,0.1654458379671885,0.2953078585267693,0.5734318728471332,0.28034501194288136,0.14622311520998552,0.0,0.42869579749785514,0.1540042458526165,26619.583333333332,0.4910625470530696,0.13280322696284605,0.24095882033618207,0.06350726282683512,3.7024844608393317,0.11150680173828985,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,4.666666666666667
331,0.604735562248854,0.17408487641355275,0.24762376965065458,0.612553396708217,0.25103627106330545,0.13641033222847773,0.0,0.5586632476494257,0.13540469696812976,18562.416666666668,0.41732967980202934,0.09324860579306099,0.27710250420180466,0.06000479602795943,4.483872986158645,0.14989003697221237,4.666666666666667,3,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,4.666666666666667
342,0.4732754826133434,0.1752497751347882,0.3453147216121984,0.5804809428853397,0.28861513368574715,0.1309039234289132,0.0,0.49697017287123296,0.16479392346719882,45312.5,0.5173066215701317,0.16386242911184895,0.22664796501807496,0.06408319045290113,3.158774531238249,0.11116828081093603,5.333333333333333,3,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.333333333333333
383,0.4213013308477034,0.10387787786094017,0.17412778181995936,0.37567996391582525,0.1922450889015066,0.09874161384933484,0.0,0.29133330120172224,0.10346430208482921,16542.083333333332,0.29046675909421005,0.09454699983480826,0.146993275424648,0.04981300509001394,3.0793462244123386,0.08176878754393134,3.0,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.0
406,0.14492753623188406,0.04782530229200505,0.08861209840583494,0.20416966211358734,0.08890486460579917,0.0402588066139468,0.0,0.1839080459770115,0.039031947852040956,9922.833333333334,0.14289697476648544,0.03274073637409791,0.05813467168548724,0.012889925871579612,1.4626737237821912,0.1403335033384415,2.3333333333333335,3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
416,0.648187134502924,0.11540745582086948,0.24935915962210245,0.5927161456182825,0.26461401217054165,0.14266984221117582,0.0,0.2093232156811364,0.11887858613320046,21433.416666666668,0.43509513415809625,0.10056000338000548,0.13775976297819503,0.032990064367739186,4.361375464050603,0.11786694113771401,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
440,0.7820547150444058,0.19313937398491707,0.34801421270175864,0.5932641742057798,0.2693803948644146,0.1373554309298056,0.0,0.6750526226108787,0.1574340398153391,34995.75,0.5132982501596245,0.16321761417799127,0.2611229027259348,0.08329798252025385,3.1549772333956,0.12485193632895057,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,4.666666666666667
444,0.5563725490196078,0.1614194284487922,0.22978712734145143,0.3946354946585786,0.17794427203980337,0.09408689996828468,0.0,0.46547143912997574,0.127916528356075,18944.25,0.3329165368065548,0.11219279474369248,0.20192524225520514,0.06462962015675709,2.974609066793588,0.11712395761956472,3.3333333333333335,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,3.3333333333333335
455,0.6124305492240577,0.14322851699425282,0.28732072645876666,0.5517842684109954,0.29189947947901407,0.15631625210999048,0.0,0.5725579828290576,0.1261353200763905,24925.5,0.4936073411214276,0.13425087621430878,0.2379314131660364,0.06808690494633655,3.722460129736108,0.10625418769161954,4.333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,4.333333333333333
472,0.4026915113871636,0.1288820813666725,0.278517126052999,0.5535406248380641,0.29605202663501723,0.1504073485269187,0.0,0.4842647892684475,0.08089096539233503,16609.75,0.42550076560853684,0.12996830638126425,0.16602468983057958,0.052161534167622536,3.2884549517068575,0.11173802989854953,4.333333333333333,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,4.333333333333333
489,0.7640342052313883,0.16761480392696707,0.32252674946960064,0.5984067130442551,0.2590229073755649,0.14257037958017996,0.0,0.6046446632564582,0.1740382037194952,25652.916666666668,0.4949819521572409,0.1634633664447935,0.19361404241353983,0.08190330440020996,3.041823047723627,0.10361816000714551,4.333333333333333,3,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,4.333333333333333
492,0.4155777837854074,0.09897167021314963,0.1564930693307366,0.40191805161655686,0.17605379739962568,0.08869481765048409,0.0,0.2819339021280769,0.08731684917530848,13958.666666666666,0.27126409999315576,0.06116084920398007,0.1518327116398455,0.03513470581617115,2.9642422180605412,0.12864984250943404,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665
494,0.4366131386861314,0.07877255647269038,0.19838322951413445,0.3822051297428146,0.19552088930570535,0.08894064761814667,0.0,0.24476076182856635,0.08804721246842745,26515.666666666668,0.3243658132972103,0.08413856776264138,0.10200032777924628,0.028322713589092562,3.9199027888253815,0.11962495262110336,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665
525,0.4808259587020649,0.11223306420194766,0.1930780215421286,0.3942377410850087,0.18100114115994548,0.0914277844217125,0.0,0.37126800140498767,0.09857789103185337,19797.333333333332,0.3059577594281528,0.09610598653267481,0.16063220452267013,0.049734136311638644,2.890765648380069,0.10947367580243773,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665
529,0.2952928297755884,0.0912878726774889,0.18257219575184067,0.38354048890668074,0.18711860104082248,0.09600757671916343,0.0,0.27228702638846514,0.08627859156736949,21327.083333333332,0.30529538114375265,0.10149034331496387,0.143618344198666,0.048103361967870205,2.0073526358418907,0.08047390128136382,3.6666666666666665,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,3.6666666666666665
541,0.5104173813607776,0.14798540301926152,0.32076891890710857,0.5993257295137794,0.26729918246128065,0.13337508802494,0.0,0.5248413707107649,0.12634604466222973,30440.333333333332,0.49795808495291505,0.1255241890405092,0.21131985386921362,0.05147573555169099,3.978400351826707,0.13433881897278163,5.333333333333333,3,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.333333333333333
550,0.08928571428571429,0.06244061285379576,0.1764540381125664,0.3606283536647054,0.18972143748223347,0.11631687551972784,0.0,0.1714362225696254,0.04560403295926901,8216.666666666666,0.33648084873363837,0.09560908294309917,0.0828925495685769,0.032287326366248065,4.719740224309002,0.06199099724775631,3.0,3,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
563,0.71502849002849,0.1882812569887388,0.28731389421431036,0.5963628962688506,0.26685695268846427,0.13678015104268504,0.0,0.5389632670782226,0.14251508639301605,24393.833333333332,0.4661200463694148,0.1208988438990972,0.2540115924770926,0.06668452815603994,3.8660801771040525,0.13006573462748525,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
569,0.6341609025032938,0.14150507736307644,0.27719238228366194,0.6012520739345876,0.2610771061004456,0.13767081996496675,0.0,0.44366530934010345,0.1303623854844049,23608.416666666668,0.47302192130946774,0.11028560214388566,0.228555668504394,0.056276964034008316,4.3209594659480635,0.12314766745004425,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
583,0.6374812130771863,0.13476658881422485,0.24582700738791932,0.5730413101551645,0.2841103366761314,0.14284835316870417,0.0,0.5678556640544877,0.11784069481558178,19761.083333333332,0.4157574438905612,0.11918041845998968,0.22529558765523497,0.06464968340403925,3.495561950570989,0.10653791917620821,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
591,0.5491470394379138,0.1141027074426826,0.306144398185717,0.5547314273302201,0.3031410495566294,0.1421275231131505,0.0,0.2898011493610504,0.14052184932443293,30208.333333333332,0.4724350945565106,0.1877058319031415,0.09641806989767683,0.05967185113909355,2.5195318175730748,0.04510634509872579,4.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0
594,0.645695538397203,0.15941830005991678,0.2508756297596462,0.4535136739329575,0.3682134822623851,0.17827284380465744,0.0,0.456427407484756,0.12267313293958566,19115.833333333332,0.43085562905103414,0.09933629895229024,0.2578597533898172,0.05367735032154778,4.3590587086814,0.12569280556209877,3.6666666666666665,3,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,3.6666666666666665
599,0.7308395217355,0.12405791086020634,0.2797737820691583,0.5645922034982602,0.29092051116971646,0.14448728533202326,0.0,0.46074513616614876,0.12709416849511176,32042.583333333332,0.45003588287046664,0.1192178533268378,0.16211133392552757,0.04462041832730735,3.791612205662451,0.12842972146792134,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
616,0.773636069289299,0.21783356671457263,0.34625091629815774,0.5845807204187109,0.2779484858127781,0.13747079376851104,0.0,0.6846192496886018,0.17679734214086132,30986.5,0.5220533877537558,0.1583484892949556,0.29115622024570664,0.08649580863852883,3.2972654666576102,0.12400888674214434,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
621,0.16325536062378168,0.047231825909788305,0.1222684874297289,0.1553451351722245,0.2882530533827364,0.2230684781117058,0.0,0.1049140485591325,0.028115857236391872,4739.083333333333,0.22296559619077486,0.03885177923289329,0.0739197959611205,0.015475374009602602,5.85457024358805,0.12371515926025693,2.0,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0
655,0.8184891240446796,0.18075452160140826,0.318228725479317,0.5759562924251439,0.28978662174440295,0.13425708583045315,0.0,0.5308654425193066,0.1584509105342907,39988.583333333336,0.486563011578185,0.13493326482430398,0.224901348761214,0.060593472501752364,3.612552186111492,0.1398622690894821,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
667,0.6382857381313377,0.10789686281527712,0.2597255003534628,0.5944319773587429,0.27009551254616926,0.13547251009508787,0.0,0.6783975385553971,0.10632566616697076,27929.416666666668,0.4037743740056154,0.1326173800552554,0.16547705882679156,0.05677708646196231,3.048746213893331,0.11285007262849944,4.666666666666667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,4.666666666666667
