draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv,pn.p_notify_stable,pn.p_notify_casual
31,0.02681935087208721,-1.8792193115165405,0.6752530386361456,16.774304717475978,0.15172120407126982,0.7672637795208437,-2.504442499429393,1.009448770309762,-2.1023211207943673,-3.2066324430773214,-1.1220434307265017,0.7882132414471499,2.9278880322481253,13.776156552712541,0.7174062603667055,0.7643908698515407,0.27356491019826545,0.033159236376237446
32,0.03390776010791911,-1.4996584391040355,1.588864095371907,14.706603106093318,0.3618905977565825,0.9356821855662297,-3.7787782465026076,0.6168974997460847,-2.381742676594108,-3.0599459018048996,-1.2046728061547523,0.6257969944409855,2.1878953672067043,5.232534801415669,0.2862442405854555,0.3082277370776778,0.4980348622421907,0.14937394961070227
33,0.02430578017058269,-2.0893538373846936,0.7785788780740667,12.675691015738007,0.3890928476304488,0.829792341835681,-2.59522738133583,1.325752181892687,-3.399989227765736,-1.904849849332873,-3.2525457353978227,0.5542152133797993,4.6108742378619825,13.987944719880025,0.4505600271877385,0.7856062496939633,0.2688176269584449,0.1358983313018764
34,0.01132702252090754,-2.0470806839838547,1.8148609325343523,10.576012012076124,0.48273746396149597,0.7420622369275719,-3.6079973562373997,1.1455729641564165,-1.9248963676569941,-2.1254725310963405,-3.048889617521385,0.5934314781519103,3.016039274386962,8.184473550844526,1.0456245662920625,0.5303109987915678,0.1768903759579673,0.10882501884677037
35,0.011237297636010973,-1.383244552832485,0.9012729797522644,23.890959737101795,0.3468532035838141,0.8439846381129275,-3.8107926714079445,0.6100489742813923,-2.6259506177183276,-1.55002484763195,-1.9325407766189808,0.5676588081717605,4.00903023423856,12.154733869149366,0.16348905804980554,0.6827366517420231,0.4787811112640984,0.15929577387155727
36,0.04211101219749738,-1.694997738705886,1.2819443017088672,24.491221643310006,0.3137460507049954,0.689178667427003,-2.676798851943939,0.7914102815591477,-3.1312849631866,-1.2110691085486978,-1.164032109264034,0.7221973711722461,2.427266393191488,9.039806366688126,0.5204115039663032,0.5829340061912721,0.35451375767286164,0.09422073147764498
37,0.04910873258035841,-1.321357283798135,0.3641017156876488,27.21062816786285,0.24868126287355993,0.7025306819762782,-1.7571907607922714,1.0398111703265362,-3.1607928834725683,-2.3065025462838173,-3.648118335031902,0.7359387570684062,5.8569838924194,2.036011497509074,0.40312603993136736,0.7017319015976827,0.184965495485528,0.034552562198681754
38,0.04663720418328653,-1.47718512718443,0.7342570337190214,15.759955682463191,0.5621646878247881,0.5085414928601023,-0.6559030888763728,1.1902385564074163,-1.3432220493667706,-1.7323072992716662,-2.2833043237239443,0.7344684391810261,5.163852081997353,14.15188801639187,0.5872423504380329,0.8691358980091359,0.05975608492088908,0.06476705991347362
39,0.029172036972441605,-1.0960214431080033,0.6378908599638601,29.81756206903513,0.5597135211062114,0.7021685966076655,-1.1963096418191208,0.8552243597144462,-3.3861816949776644,-3.0423949696290595,-3.880563664323677,0.7128307219818671,6.067169202760799,10.525125051717128,0.2732424060065087,0.5717438964684458,0.20097492020492175,0.03749547687841487
40,0.016840735183920343,-1.3198642416282755,1.3337865451187114,24.366077477839404,0.5126935563414114,0.8498247475887613,-0.8647781995987471,0.5970224235169999,-3.026676863133563,-3.029822971248745,-3.6699052067726106,0.7586111563807494,2.363712226711301,2.5949254513298907,0.11203194703502746,0.252694860883853,0.3717219565103214,0.03487827232101686
41,0.04105913391129905,-2.015439291407419,2.0692758886239937,10.372037889498275,0.19994805187820397,0.8048233448697351,-3.390081159207082,0.39238519760189255,-2.7012435082546453,-2.2427694096605526,-2.8351670340680983,0.6604956384297695,2.098915824233969,11.125318023853112,0.6971503609506334,0.2823399800873582,0.38783839135115983,0.033876146822512235
42,0.007286977724026053,-1.405501182009837,1.3403522113663324,13.465800737079864,0.170241861679223,0.7451873557261209,-0.18084673265661833,1.233951829480782,-1.8663751688325365,-1.330355159929292,-1.0367761021315118,0.8620781430782392,5.83616244109647,14.492497575291551,0.2054025795513447,0.15347475960905207,0.09958245039763197,0.05297514480435041
43,0.031916265599093156,-1.248039190936708,0.15082447742206945,26.184196285617617,0.5384305664062177,0.5067477559035488,-3.8655571808084517,0.5827561737869149,-2.141142683596011,-3.7791265472794646,-1.3580875328706883,0.5959098050316274,6.6964162202907955,9.776284812025011,0.49579431297265286,0.440742196015155,0.4550660938928398,0.031028727243201396
44,0.0053234084308980256,-1.1043760184699623,0.3740002030020264,18.573103448164144,0.34853469956531774,0.731147226827702,-2.7262273753414226,0.596593153612899,-1.249366944660287,-1.3534119695952898,-3.6982925145400114,0.7406669784803297,4.331097666947034,11.719184864309636,0.8461791378698671,0.1481514979700047,0.34082897654633043,0.15675113978281036
45,0.044267530427411175,-1.1257045685383147,1.403564664790986,24.316134847765724,0.5876320081350463,0.8516763521490145,-3.005488496813176,1.0237522322744184,-2.2449106502678893,-1.578444323505734,-2.276300023504711,0.6673718745236786,5.231301514034199,3.8722339578782106,0.7905052049815179,0.2899810321600802,0.3560268810149031,0.1462774077686534
46,0.02275707462387734,-1.65948000690496,1.007166754588751,17.255651459761626,0.15839228110083392,0.5325908481940547,-0.4515386588257093,0.46025205679815534,-2.0211995590931116,-2.9555420163054187,-1.908727561045664,0.5725150639535708,6.2169561466019765,8.11465822237292,0.6395547340993154,0.6655499569682287,0.07316930648896038,0.09475826937250496
47,0.019460793115330867,-1.526008652938771,1.8863952062074598,13.604272453654705,0.5041681768019283,0.7389850789368115,-1.7541352983835132,1.375980035088263,-3.8802790278274912,-1.2382625812065582,-3.843352031109914,0.5750951611319829,2.0779706995091196,4.279378407876504,0.10409339946218195,0.19035452767158895,0.13589005012493616,0.10008371942389041
48,0.038175974737054884,-1.1691815477827943,1.0128639351231392,10.289791318676466,0.13692242386819467,0.9422825752924338,-0.4382859443345337,0.624761252458176,-3.237349640201336,-1.558855609809386,-3.7836673502015863,0.8162269242923522,7.84358087253855,13.230934586633117,0.6181147137443175,0.6509970097929404,0.06108918482384686,0.1720305882442454
49,0.04473753583032219,-1.4603701367466417,1.703971869830738,28.592030815480086,0.3551026035783096,0.7850608989920542,-1.1504750779504018,0.7236511887539945,-1.6306220034137526,-3.14701164253986,-2.855598819374637,0.7152903825767224,3.8181958045875666,7.864028782217641,0.9323904062390326,0.2880170053778131,0.30156223360315687,0.11337095055634841
50,0.027201754181839576,-1.3280928612938379,1.2200036815738275,10.713954469853977,0.17654510799827333,0.9181923867715895,-0.28124087907751116,1.4754267075921408,-3.412828399741616,-1.6563790697854341,-2.815031455985194,0.594434658309192,6.618970258151784,6.082674434631442,1.014958668192776,0.41151000388161496,0.26668572233566235,0.12148972147333578
51,0.005783830296749904,-2.063957717126261,0.021749797385955272,26.720704117399112,0.27260664430100834,0.5487553793492863,-0.042096011435389435,1.2550995772783964,-3.282064663112238,-1.3082036843995657,-2.8469391310553624,0.673577045720217,2.3663241628867278,11.025961927654706,0.327106926199048,0.8021480727488605,0.12660653864322702,0.09666002160429228
52,0.047263765266771805,-2.104982682799831,0.7207465454587368,12.620545732954945,0.41906635743787257,0.8643843422722978,-3.395106832668003,0.9791480074239218,-2.7513022382283774,-3.1733995934688455,-2.9266698092498165,0.636086633770812,5.367524532574967,13.36053133015007,1.0842787946777106,0.7784962305270293,0.34388477995659517,0.07542614664896037
53,0.025309479694344807,-1.759643700188979,2.1422668772421463,27.92561135776199,0.2581016629142782,0.8985717689122592,-2.475832315536407,0.6459599571352787,-3.292447094730634,-2.373764587541161,-1.3551001063347963,0.5956162169396648,3.6218498500644034,12.584704132029248,0.46230759936557314,0.6601622567539809,0.2831754079828238,0.08126996022267706
54,0.029535323916627568,-1.094452607318746,0.16924503301579644,13.179569396227125,0.26617745827306494,0.6934930788992202,-1.1575297780477696,0.7515904957380286,-2.894355248505644,-1.5123649052746209,-1.248610037261498,0.8883806328600469,6.039896871963276,9.575584924055054,0.6156985886140064,0.12540211524683134,0.20292304979462916,0.13156859619483802
55,0.04881986973154748,-2.243466710014544,0.4988412534303842,13.688304999905851,0.21532841616674353,0.567464289859758,-2.55250823474164,1.3546837460637093,-3.6346121133688483,-3.8941097262255715,-1.5444403519714855,0.63991080862672,7.151940091346053,2.4228961592108242,0.6212822317458961,0.9021166759592292,0.20982514411224612,0.12426678395650279
56,0.006908072053618234,-1.8680240200807319,0.5851523120193093,11.871492007074426,0.3446186256032346,0.8951408906566682,-2.832911479017727,0.3848179200694898,-1.6442078912559785,-3.8615589684865363,-3.893162679888697,0.6771642613892893,6.734819289377263,3.9534364056233073,0.6944524805540079,0.679066896842588,0.23157329618350986,0.036524913172375516
57,0.010342960905602258,-2.032141048053624,0.2928992893215592,22.83815541204394,0.48408470923516733,0.909202158354242,-3.615803270076226,0.6722684512513695,-2.875449614981685,-2.296196150474129,-2.885267654143373,0.8855722521121902,7.9558374872133655,11.364302635643982,0.3019145442373251,0.2585650649495431,0.127028743695657,0.16788915914508923
58,0.02872698832180905,-1.698034101722398,2.0810479316805344,17.07994902451386,0.37701516281932945,0.6773547076997429,-3.6024831440091143,1.2016784131215315,-1.7248957922571995,-2.4209268024635193,-1.4255126070419282,0.7333145188481707,6.237325881445613,7.114265940496638,0.15631238623290178,0.8854013441899188,0.26717139029489706,0.14551816019520905
59,0.02281031495680428,-1.132521194511752,1.6895162850010081,17.9027561107479,0.10151157723539994,0.846748186031954,-0.44163472121917113,1.4991634050228277,-1.3881786769912727,-3.6749735285046143,-3.2187901000677748,0.8882928051128616,5.462645002965834,2.2348005915900937,0.9461278225153298,0.08527644940252536,0.21790971296099487,0.08045750216115592
60,0.014965700789003271,-1.3640677212469035,0.4522695274120609,20.376164331719153,0.4084245568121443,0.848861741929656,-1.5849726280159633,1.308802352078377,-1.7171634090171959,-1.272771127731668,-0.7832620090026339,0.5592887322346084,6.536538843867816,13.703728843110486,0.5910051187161184,0.16245293066629796,0.21446936086551355,0.031529692405753866
61,0.04298768067392999,-1.3756658180740748,1.598557320839206,28.388496189091125,0.2790377546980925,0.5828847743084634,-1.026411636512853,1.3495603381466745,-2.422524085089747,-2.2690506493928613,-3.1650092845624394,0.6236453742121275,3.710469609925379,5.022362597274894,0.22139837268111168,0.6075779123336772,0.46396033099758116,0.10419874938679664
62,0.014191213411001803,-1.7102678862547207,1.6004384881220157,14.820529787133921,0.12813644820687375,0.7525258579136143,-2.1219008016395113,0.9365969677397097,-3.483536278136773,-2.38073222597047,-0.6136269112504604,0.6396199963619256,7.980073422259482,10.349322047940367,1.037775356720789,0.6191367245858816,0.28207693964278907,0.09589733491844378
63,0.007723870463280795,-1.8848948386195528,0.6905778508542572,11.166147924208062,0.41973044311495267,0.9109350439862438,-1.6725044653926604,1.2658514741093325,-1.8023206850552822,-3.6116855348127404,-3.062502827274802,0.6685497397686938,4.932249698602274,10.803495781435302,0.8865151891191118,0.3563265953263924,0.09736906327997766,0.19371205717105178
64,0.01502220651844298,-1.0921260808749054,0.6515342856409927,28.962393379838844,0.28122631397370923,0.7475736447578132,-2.947680988548349,0.8900256691233792,-2.122784150555711,-2.27674133836779,-3.725566240793349,0.5511072413526464,5.70122551412487,11.659377150381284,0.7658611386162363,0.29681659861701065,0.12540962847500725,0.15326634631853392
65,0.029269987020483623,-1.6863236559755266,1.419504433990034,11.460836228141192,0.38862361210516927,0.6456735877013118,-1.0676731788764409,1.200166694472411,-2.954837419306083,-1.9703073708888879,-3.588962718989051,0.7349965144909303,4.371195720695621,14.665506207723212,0.3547495310899836,0.3369186742346457,0.1804589926454876,0.09614851723280586
66,0.02711756779494334,-2.14286328032878,1.6313917291127487,20.833430327769456,0.24727402788443165,0.8350615584562295,-1.255459649672722,1.4642208545235698,-2.221461616929642,-1.8634856945710858,-0.5536399902012641,0.5773208423660839,7.3498375612686955,14.795563063858609,0.4464027551685594,0.3417455364964381,0.3933772697753288,0.1183739140156753
67,0.019257580792771574,-1.848680284159831,0.524999910641476,24.606639754575582,0.41130776071676933,0.6840496331211726,-2.1407539277202514,1.4528248643162438,-1.7463036509690721,-1.5429510282770913,-2.29523171191554,0.5600565844347779,4.256451806433686,8.753932224693097,0.1759250972728303,0.719236109356839,0.37441149298378307,0.04740769294926993
68,0.010615688799375415,-2.0127022104695538,1.1233523382464654,27.18707202961015,0.46103130675590587,0.8197339556899543,-0.5806243959390671,1.1885809242037118,-3.6954531949552116,-1.866316640238666,-0.5956657316544751,0.56735075631999,6.781631475124627,4.47139605450219,0.604212999362194,0.8618327313651957,0.22245525101105335,0.08005965168041453
69,0.03270394505139052,-1.5897853149484975,1.8071157388928534,21.482048072934433,0.13248356472249673,0.6062455574702045,-3.512655991824226,0.4503716010045944,-3.2037566283897325,-3.232795426013198,-3.542091569691305,0.6827032779118706,7.165534177926461,11.000111501509084,0.3855888707657004,0.3023808072399318,0.10616836109994698,0.16652401534894937
70,0.03732906652666935,-1.8492227370144985,0.3203810258491832,16.201110425369876,0.1057361716431971,0.9176468753586411,-1.8339090447343205,1.4436305742200883,-3.425804545184781,-3.094033295457793,-1.327445261153751,0.8229899415020561,7.525566438176288,2.791630541987338,0.06276693043086552,0.36083378795420895,0.19877461134151342,0.021338165403192225
71,0.03783160618671756,-1.144974945332991,0.3290005007036189,29.463263898873798,0.5372840980837162,0.6897172093380013,-1.545858846637564,1.2764967664326154,-2.158478219770756,-3.2957417046133557,-1.1956520432194568,0.5500012497369632,5.988111411350357,3.1838255483774844,0.8376481032861669,0.8016851359381484,0.2197925779043599,0.10622107286441687
72,0.02103354224741425,-1.4672828098594806,0.4193556382146929,27.83212049999112,0.46395206886081986,0.7087131118122539,-2.175959874171857,1.2631264381580787,-3.6219779735327666,-2.6051883981095036,-2.5182777646924457,0.5765692133657934,6.402173237454631,10.218818315309862,0.1291171898495976,0.7520111110648118,0.3047674635738274,0.1872535584091399
73,0.047851013338247865,-2.2272908027565124,0.35866258150040004,12.206285026176237,0.1949735420503117,0.8262152881252027,-1.1218433892867727,1.140937115097228,-1.477559771687238,-1.2893987388566996,-0.7021267951971684,0.6195154231567022,3.88783678131558,11.055448406705278,0.5470251953263002,0.646360738421936,0.4038432108403717,0.16048278922617146
74,0.01882141024473384,-1.1926740387919788,1.6738159090193814,29.33639769459436,0.256669958529781,0.72754630841019,-3.581011715747098,0.7964857922118076,-3.6447942645763867,-1.708103763112629,-1.223236966050393,0.578259026120626,5.172444994936537,8.921554076092463,0.8818484447703648,0.7075532689292842,0.24481710743506396,0.187320047768971
75,0.04705813651481827,-1.2652340896582104,0.9758167556494726,22.31416805732125,0.5498224270145202,0.6100215261111366,-2.650177601859494,0.7689265639394256,-1.5230681207812689,-3.646491173829193,-2.849204323670077,0.5693746221070388,6.628921152463403,12.22003284151949,0.9171767969667074,0.6889966819848494,0.2645469061115258,0.06713406651739834
76,0.030336858417896913,-1.3810173080943984,0.9471916811806657,23.773316366562184,0.21130042577602914,0.7500441132162526,-3.5084170554507224,0.3481200053099098,-1.8281817443656192,-1.8370315828204262,-1.8802585395780467,0.7607336568870162,6.137487204805614,6.783148522890502,0.34266551589965905,0.2097807729535113,0.1753844099967109,0.14600686984120487
77,0.028554558674440268,-1.941201558323523,1.5551759155056473,15.978402264197692,0.2564899329829039,0.8421221783859931,-2.933959879272099,0.5683903837040267,-2.671770543877624,-1.5731155290625325,-2.901096402778999,0.7765972722914136,4.84454755461795,11.515889339040791,0.4345670270549437,0.5025696750632623,0.0818123608067068,0.029938200915032243
78,0.04114489639703367,-1.4555517820898558,2.072370274467766,24.82172754762552,0.24973667013309842,0.5131751787957608,-3.8089788545250816,0.5729883240604199,-3.472656215344714,-1.4939646389691443,-0.7440381270047913,0.8101544308968724,6.627589409280341,9.152402090617244,0.1030216879323359,0.31274716435454764,0.07960383500005622,0.18001041534066253
79,0.012087490341154701,-1.7883752986468109,0.09941560348750024,18.894591239568243,0.18597673986431593,0.7361505184586764,-2.686356249460734,1.0368359932389581,-2.243800963373247,-3.162237848650477,-3.803123154771434,0.8497994159446494,3.6740594065584204,7.799005259177886,0.7485861688649869,0.5075861226379864,0.4190297747968727,0.0493012741675319
80,0.006271633090292688,-1.834383633628307,1.369591926162677,25.557095136643245,0.4700715023120494,0.5035712532402215,-0.0001253275486474692,1.397849581411978,-2.7670354052402906,-2.007299353007797,-1.8561128554665798,0.746724461485038,3.3478219834527407,13.927984227917873,1.0284661330793117,0.41331740482731155,0.06667619438113251,0.18349587547795088
81,0.021617828086501412,-2.1504862361197157,1.527162192649704,20.62974674522986,0.5453866807937394,0.7206152360437706,-2.370672393177166,0.3906735623135267,-3.633844981704604,-2.6044996083433314,-1.741726036577889,0.8950020773963485,6.1734606680613675,3.4961249249647235,0.5736927457780102,0.05800525719121456,0.37841749276196385,0.11120702934777536
