draw_idx,hiv.beta_m2f,log_syph.beta_m2f,log_syph.rel_trans_primary,syph.rel_trans_latent_half_life,syph.time_to_undetectable,syph.p_symp_primary_f,syph.p_symp_primary_m,log_syph.rel_init_prev,syph_symp_test.rel_test,log_ng.beta_m2f,log_ct.beta_m2f,log_tv.beta_m2f,structuredsexual.prop_f0,structuredsexual.m1_conc,structuredsexual.f1_conc,structuredsexual.m2_conc,structuredsexual.dur_sw,structuredsexual.fsw_mf_conc_mult,log_hiv_syph.rel_sus_syph_hiv,log_hiv_syph.rel_trans_syph_hiv
22,0.02977233033503571,-2.140374057386846,0.42417745877459223,0.3480405913032647,29.44861608324548,0.4638168255045312,0.894529692822652,-2.0422265383406515,1.2517819987400347,-3.403056785985237,-3.3707952566067823,-2.0627256170478634,0.7673388253340493,0.06485572679464792,0.10075689916181317,4.096329335422394,7.0275321555526515,0.5276243180726246,0.48051807046344025,0.15077133842715668
23,0.04886413802750621,-2.1528595828034436,2.295324086979477,1.2165755013103308,19.561465518946164,0.15716704009235155,0.503526150267132,-2.307318919749532,0.9354062440403197,-1.5967154822691936,-2.715101234316492,-0.6975986222585804,0.860194246219436,0.14905492115843938,0.22310160371184895,7.833905907924783,7.7447908607404745,0.9051670373588901,0.6898017040371015,0.06899116108426474
24,0.0311886825335857,-1.1342484455954829,1.7991762388529966,1.4498172613506495,12.13092934438151,0.2943026665930719,0.7257888009873648,-1.3721498002007695,0.8577101682675115,-1.2181067673587522,-3.801011020539484,-0.6202075474862383,0.8140721614340588,0.2122364882068133,0.28184380648167834,2.7690171123280063,8.351305211542204,0.3891219625571768,0.09023028212359137,0.8017154808840049
25,0.04328949414672767,-1.3959455115929278,2.249464015893209,1.7462288079364319,13.431981659017296,0.49366688264872693,0.5775283239623837,-1.5105283489669015,0.3580234334139303,-2.7034730683546098,-2.79334605493164,-0.6564194693816927,0.8637685040969421,0.1247661571365553,0.27638822496624876,6.096540111096168,6.44973128730858,0.43977192229982476,0.6957340136485771,0.0035821670706913315
26,0.02452151779646382,-1.59006471932998,0.9045044473394294,0.26399509762032036,10.725355162942341,0.2843918010648696,0.6860623562286485,-1.6690706720240271,0.8529115804345817,-1.5678531624044845,-1.8510854568357433,-3.092395730167995,0.7642141846889758,0.08946592613784488,0.052491060295853605,5.515818846827956,8.52057950687142,0.9575087460872251,0.530388381776841,0.8740304739247491
27,0.044151630049597455,-1.5657766012852772,2.088912336443546,0.7633897902914301,28.92389360742875,0.4742529239779094,0.835411140926237,-2.6742595691732065,1.3049786793088212,-2.3272158720554326,-1.930356060948249,-2.6779628518376324,0.7399555855723974,0.28841074698153646,0.2732961257591881,7.175342954301126,9.874010762353038,0.4135294073727952,0.279829567845801,0.038199274937885414
28,0.04848738269981647,-1.7106281464498,0.13935560909169908,1.9787807325805424,27.290056729991047,0.5222163279077477,0.7538556454714407,-1.6829276313917854,1.3025335664602695,-2.0393117572624826,-3.1839046416227417,-3.241357660204693,0.5564369987399815,0.1260261436754505,0.12845665373593235,7.30990417034193,9.933919402765575,0.13723862817838905,0.7329564940961757,0.4845938205954283
29,0.03252517745622028,-1.594905184424071,0.4059842839993179,1.361841777044241,14.33884415516322,0.5372819462660589,0.7712337401263445,-2.7297947305883543,0.44323358796134915,-1.276411550645526,-1.374827847995956,-3.2935516240944476,0.6523078757488424,0.2986679356737019,0.2591605712864225,6.214439557867983,11.459535216486382,0.2480986906807922,0.08429356949658989,0.3493500204857383
30,0.03702837411895584,-2.25983009920976,1.2134368016466095,0.5374626069774763,22.135785918430038,0.39869665804876975,0.6891997978426071,-2.140060502138998,0.30507034598802485,-2.995258544690921,-2.147756316919203,-1.799359075533637,0.8685352156971768,0.09751285159880699,0.11225980979542675,3.5653249300512417,2.2708340466894716,0.743960521416061,0.4499774221643904,0.7726134528131768
31,0.03653339853087063,-1.6406656453656006,0.030812117873814625,1.5247876548388704,22.601472201395076,0.5326473733296766,0.7238094767741601,-1.5659152519865502,1.3697781531594488,-3.612350709861371,-1.6997689689772488,-1.7785945464943471,0.8882902008182654,0.10385608138224439,0.09745941793973846,2.1978143541777087,7.820736756091076,0.6678602254110648,1.0225380725900104,0.855615619476048
32,0.023789085279728527,-1.6878997027800344,1.2890718417155431,0.7036318782890923,11.025206815108318,0.15356979115895864,0.7984932498125905,-0.46311349005204194,0.7492908504025424,-2.7207481770274367,-2.9858820730442073,-3.6727559674845462,0.8782164517230016,0.2756352846971995,0.06512268239197341,4.29303937153181,14.919688397583759,0.6541031690466432,1.0122235695973216,0.16066565428047794
33,0.04200877624238674,-1.5796847262111604,0.39767491473372213,0.38950526571779137,21.310538204096957,0.15213726808726408,0.9007888525910356,-1.8516745026852952,0.5948145517719553,-1.4152724106864363,-1.6746032354819302,-1.1635706359545503,0.6351694899565267,0.12941593249156613,0.23200398929965554,3.992152618141564,12.967003720387625,0.45550925021160893,0.0068320247839336245,0.5181154383971686
34,0.005889924999672835,-2.2282627544137528,0.8364703042153642,0.579855867153749,22.891030649003213,0.22109451256270182,0.6598694273427421,-1.785958591602053,0.8969921475137004,-1.8046260716499098,-3.8965378406676923,-1.5526917067479982,0.8775590533636393,0.11389554772456943,0.2600757793213142,7.009409158894298,4.524499555525221,0.20322776561750872,0.6640985339756019,0.8665074857232236
35,0.04441379419075601,-2.232941879679828,1.7871480307977416,0.9915664995358036,25.847783537783325,0.22739751767597605,0.513812038362288,-3.0094387639885354,1.410246454965663,-3.690651251003944,-3.5057676488299414,-0.6771962988181484,0.6867162551496958,0.08508120502565064,0.10101034180314222,2.0562964131009287,8.692305934871372,0.17769431752805637,0.6164938950437467,0.2536434788355975
36,0.022323090190354986,-1.402403795362187,1.8571435383981725,1.0435679819530796,25.793133154391324,0.5949315348444919,0.7486309000827426,-0.3268564390024933,1.486179528630353,-1.8585634915037357,-2.651087761958199,-2.869566897251425,0.577869799570376,0.2721795796850084,0.18244955962431125,7.666036205487802,5.934362443200591,0.11709378529364908,0.5442007986315321,0.5271218702287935
37,0.03379975089384878,-1.5555711804939851,0.384817503064877,1.7958261404686806,10.766122176279142,0.469184163322488,0.855000358758484,-1.7008345064377823,1.4208776754498935,-1.6899884127399378,-3.8331316224795873,-0.7185536454771553,0.776050436671467,0.10793344716620745,0.05026395136861766,4.515434942490732,3.2856681178442892,0.7722088461472326,1.0764621801658218,0.3315116361849086
38,0.028593266293760487,-1.4346310455510598,1.327460461252367,1.4391938019987753,26.07207845376462,0.26498456703029816,0.570217517037783,-3.8341904847267894,0.8475574821297511,-1.209570788993827,-3.778801729691052,-2.898117132714617,0.7254781053867729,0.2942921372224252,0.2674960488392401,3.022932610813153,14.193171506254831,0.15051176954168513,0.3011188714882555,0.02487579205309317
39,0.02656186047743688,-1.876306576141044,2.076513777656601,0.7248133573497223,16.734356697758823,0.45606410653560137,0.6007802609812698,-0.4475145561946996,1.316803145911034,-1.9857032540078527,-3.309178134128535,-2.000709095312251,0.8762960917599092,0.2632682430057664,0.15164180435825025,2.4730704268918564,6.029175186927908,0.2135035367272547,0.32326599461212613,0.6148063680066705
40,0.019739212942031396,-2.090939780843608,1.3440187694417274,0.5265359884698341,23.05826491055022,0.10309380223090744,0.8529603568596054,-3.5752362138177425,0.7539708291936718,-3.4606070548040595,-2.2240412227237822,-1.1232291230611873,0.7681747346544144,0.10951280097155486,0.05989424168706791,5.862053956004918,3.781850186994467,0.9503913987606659,0.3273066587170966,0.5153427159836441
41,0.0417424220455442,-1.7079175856202045,1.102978514923971,1.9727955438944813,24.544250321543828,0.3199697324268094,0.5351064293379714,-1.8807869585787196,1.2845044460083848,-2.740824372343879,-1.4983448130506232,-3.816262756164801,0.7000378057499309,0.13526864936366684,0.1577285253044038,2.128661244093612,11.587135036388661,0.6460497487720211,0.4195993179972852,0.7192436834702612
42,0.03949812951830882,-1.4080957492297337,1.0551962294529031,0.5451202249895634,10.993728535794041,0.24518390596387435,0.7229074891399392,-2.5777960232820707,1.0194025033745273,-2.3500336376810256,-3.8233654295546944,-1.590133733638278,0.644664519996016,0.1900728477132151,0.21898987716039725,4.030603982236503,14.144881887468944,0.8143649027985675,0.7786266184582888,0.8322454321254862
43,0.04013874253842204,-1.750246643882717,1.5367225712266548,1.2091753860579244,20.72635899354635,0.17682671118186993,0.9442016411910183,-3.5442680333350736,0.5396005500913571,-2.189742771829838,-1.6168926915521658,-3.334081797309258,0.7355242379273416,0.20635237943303691,0.14273390622192433,6.182248578230239,11.039566038180162,0.582042602534201,0.8107438586649834,0.6090859706544944
44,0.01108862900335628,-2.025314300461835,0.30750731204975906,0.9356054318363448,24.52021718794996,0.19937132336186167,0.8459088395261103,-3.092207841699336,0.7713485139977818,-3.6473974135196605,-1.405627561741949,-1.3379389883986859,0.7457158037970817,0.07408422957907931,0.14687207953083312,5.4623792789616425,11.217948421202236,0.9303937356950636,0.5815842297988056,0.1725008556105347
45,0.013329737503812986,-2.0948746536578913,0.7748569314887156,0.7955246338480967,26.936044510157625,0.4005791346654123,0.5097567401650571,-1.9052946291087722,1.0829902548378016,-1.7211632180467729,-1.391413239114223,-1.7905455344802998,0.6772814178375058,0.1825128594931244,0.26084802776407956,3.4409400173446403,12.700221040578208,0.2525866193922166,0.9803120089852626,0.45340234501126814
46,0.04578545331669418,-1.7298460711781782,1.5149723827628858,1.541836207653237,27.388979245108846,0.11457790754266635,0.6917595319625266,-0.5196722644135936,1.061663088559755,-3.7200685486607528,-1.5225842339676485,-2.759824907320346,0.6346943358748357,0.19853332085687997,0.23268970584360454,4.25586372944972,11.795866649541349,0.28263803398766896,0.0077044871136895746,0.5677936150965447
47,0.006310319028327304,-1.759080053296442,1.2420182976498026,1.5717541870673586,10.303342713337058,0.17959123504496133,0.821434632197996,-1.9410328184571501,1.0685016994405776,-3.481797977935127,-3.09537300948383,-1.5793504007215193,0.8402144040815248,0.05653228828095673,0.2042166508243271,4.442240223427888,11.239647789089133,0.9654470154361369,0.21792583145062466,0.2885407282795707
48,0.02636951479796344,-1.6696665374230073,1.2577352617895878,0.9667669608582669,20.603183352276954,0.5458632820673561,0.8030701917126422,-2.271106398177518,1.4497823337918403,-1.7655115417194298,-2.0457538220794116,-3.447533435116283,0.6910278878041365,0.09673595966030901,0.1922320558404314,3.127837415761708,5.706516054280465,0.8787986462642642,0.22509875100432788,0.46368208645091546
49,0.04175170941522206,-1.5251133286144016,0.738810410741162,0.9064322374340853,15.589808191858245,0.41846555690287734,0.7589879193989274,-2.9085904957776556,0.9626303852927576,-1.3014125761000148,-3.655865907795244,-2.5713938781304417,0.8244074253854939,0.2923233711574329,0.175896847236589,7.891240207941593,7.778976075198552,0.6669930736822398,0.3112977666197571,0.26792067216616583
50,0.04534069053401898,-2.1207601699997385,1.8180518811779112,1.392444760857414,26.42451447913132,0.1393451210140496,0.9156172213247675,-1.060408036629728,0.6650952794864644,-1.830986618594642,-3.0062700419028716,-1.1751893918108651,0.8037817520317811,0.08837494908781297,0.2663810719643709,2.4164552899750147,4.310615924028541,0.4964619773160762,0.5528207744517392,0.9027002078986684
51,0.0390661268465469,-2.109449209417375,0.6985136896410943,0.46273341943234936,19.689333618746588,0.5878291995314368,0.789578696600501,-2.5606320730761816,1.3250459571492537,-1.270799722054445,-2.8519280392164106,-2.4123192411361956,0.5704062434896234,0.07424409472757541,0.28631724917672685,3.387058564037133,4.671830961223664,0.6837755299953069,0.13754607504284352,0.054593191229501736
52,0.014586241448141149,-1.8460260267376176,1.4916490258711235,0.5319663600004412,25.06534890364382,0.5161224219288804,0.5117032852291112,-1.9922388103059232,1.3125574783944156,-3.2282103639661037,-3.4757367027445323,-0.73903874397149,0.561345655386798,0.25988445458647214,0.09976373269450065,6.126505269053014,6.770552500558639,0.28839243277622745,0.7450712406635606,0.20555030533984728
53,0.02510706162972717,-1.9919418881418818,1.3412166195248498,1.313851377418002,24.378633922554798,0.5733731193488472,0.5819004857972545,-1.7302281524289684,0.5719070896706129,-3.040031395337293,-3.2248562383060593,-2.229679985823358,0.885482066632538,0.11422005208380356,0.28012167968654395,3.773555686523541,12.029736235911543,0.2935305272317226,0.7044587542579743,0.49683082079386076
54,0.03751336924988512,-1.7050700730415917,0.14641467403179442,0.9859139498330551,22.668119704615698,0.5587583474570338,0.584352999157157,-2.0833164261551484,1.0020775694762307,-2.6884938991189706,-3.2913399418927556,-1.0736650539558106,0.5753291265078807,0.25145182632524804,0.08451169885491996,4.231800352235499,9.487182880285566,0.7335518319497414,0.6377057260944143,0.47290467308291184
55,0.00694887394508,-1.3477129976331652,2.142958298255311,1.1317714857802996,19.05744472865893,0.4220427734980282,0.6978264437490358,-2.4566208628224686,1.0440055619399522,-3.75127847875395,-1.7198921462378953,-2.9758184877816967,0.5936103867197019,0.25505591601465566,0.19334931571205582,7.538607187268173,7.020686774248257,0.919627786078312,0.4384538494399324,0.8983166230351417
56,0.04720048201141564,-1.2465553729850896,0.177816909036367,1.3223045877832862,16.305100307021355,0.18907969178573447,0.6177488507763795,-0.0089476170378604,1.165389253060523,-2.133664871209261,-1.7094702902022099,-0.9474992266697941,0.7528889343985457,0.2002267972508594,0.18085277993481952,5.03363347224742,3.106680948280372,0.9477256692255537,0.6736272379995435,0.459146369484329
57,0.032246999345739734,-1.9425721840676096,0.2008459007663795,1.1960428204115126,24.972222266797342,0.3344640905295985,0.6248767688304994,-0.20605132994307285,0.8260349702144345,-2.439683471599091,-2.640538450821294,-2.0740053828306317,0.6070545555615329,0.25653872873162115,0.20038846665560506,7.118649630396252,7.154378358939329,0.4929984437675029,0.1961524024799573,0.30917291322682455
58,0.028244774247458013,-1.6162892075725928,0.9377421524918299,0.9490199950499625,13.723542417678573,0.21189866504396576,0.5917653130850749,-3.8277703105955276,0.6967232004828241,-1.6380981302160325,-1.2707215615316048,-1.6869347085234168,0.6955329727141221,0.28770639257130537,0.1970798511630077,6.964994680241036,5.056530549026182,0.3328962869793346,0.4093459078802045,0.5888439173081367
59,0.023187276378414296,-1.0586704325572731,2.0179396592660264,0.3948049670373709,29.788310232569735,0.5769614872953218,0.7319022400647887,-3.7423766732731814,0.8234511549688375,-3.502688036780467,-3.6362417580883073,-1.0141225473224056,0.7578124017677703,0.24502033696180964,0.12927261753435487,2.3761539864192973,8.92376542341428,0.2390317783627148,0.29190464106069625,0.3398378004736537
60,0.028765036902378555,-1.5281725795408647,1.881760443595185,1.4650218921648344,17.664894815666848,0.46325090143809,0.8890976623213159,-0.6192235861333804,1.234959261378628,-3.7262386303558097,-2.3120880834110413,-3.003071275103599,0.8106785730874617,0.15717885876595244,0.2106077526987541,6.769561630584615,10.17636084986221,0.4193077145888584,0.11836942301155327,0.7389393644833685
61,0.007699839880246588,-1.3388440503812717,1.4667888300489926,0.45622997054783343,18.521869309870866,0.448516226730294,0.593795066089569,-1.2450155580683182,0.34025783222462935,-2.359944533291979,-1.7565520571163225,-0.7328758709291576,0.8227719324054876,0.19943372749232585,0.1506549230922194,2.038016860588024,12.607697309748897,0.24273179789718383,0.9331754197013045,0.598231887977466
62,0.00772095771706716,-1.5856722635629552,0.3349435550599766,1.0196775892779095,12.976175358433197,0.5562253213711307,0.5875842723989873,-2.780214639085938,1.0884465381877486,-2.015752976918723,-2.1526915330932557,-1.4757158774159729,0.8333654524888705,0.1844836922864081,0.2990650258631587,5.482952353641394,7.470648234352692,0.43054057342528596,1.0966858334700427,0.8827035538397326
63,0.018643373734558377,-2.0871151447471386,0.5424588328586911,0.6177995679241762,17.761542602766827,0.3303230150575921,0.8312444882095122,-1.6166908965083264,0.7620054418124946,-1.7139318044164265,-2.629949758184044,-1.7282358429257791,0.8365362208046858,0.21534603941432923,0.06989328949121018,7.573578287471763,13.43162763936071,0.36369014956267887,0.4875416319108261,0.36777059957081853
64,0.018146199081270815,-1.7614276928537964,1.6084975343450516,0.4854732964374892,22.004882040567402,0.5434453673005717,0.7634127620307041,-3.7728757696183486,0.7981958139992589,-3.4297006172528306,-2.5441129904962736,-1.2778948735793043,0.7628532011393903,0.21889940371108824,0.2888785576618645,3.1524281442488054,7.412565610042527,0.5195018121027581,0.0010139685984188948,0.847907659168149
65,0.01771781915411598,-1.3570107640304245,1.9206972141794623,1.9343317028863187,28.811547341205085,0.48678749190062487,0.7931039082063891,-2.838419769364367,1.3357896960387077,-1.257642025447733,-2.2365747752899616,-0.7593839992265146,0.8339911928877914,0.21416281766763057,0.18913454833389715,3.0663916238866014,4.055617719400616,0.1989204026883818,0.14009701669508218,0.6174206856529574
66,0.019175537377634104,-1.4234200840642395,2.172063263395,1.9895778766771206,21.977952262216927,0.34520206063369574,0.5549404091186629,-3.5673095942271016,0.7229186328472026,-3.841257937439388,-3.792642294388668,-2.2170543220517693,0.7302074307556224,0.10586215337209856,0.1650303500731482,4.542887157565952,13.561870263980182,0.43421718191709524,0.6779238071342653,0.6249882739993751
67,0.026884834075109665,-1.8967356709280576,1.807669267916268,1.115874376031238,25.667857046912143,0.18732131428250987,0.7363625309215008,-3.6560460962618264,1.346329522829384,-2.694469183802193,-3.5310432246353254,-1.6767302014799235,0.559001536676331,0.16724683615132507,0.136771388119721,6.0195205928894415,3.3207801774367534,0.1286089728559555,0.8763625584351622,0.3599086402021273
68,0.008649750388880727,-2.1663543611730165,0.44041763989542043,1.5039327791090755,27.63588485352103,0.14412958184336272,0.7876785103957175,-2.974958187282893,0.46724610278795076,-1.893118692990686,-3.082428166237782,-2.6643200462425893,0.7420275069282549,0.07515919199791105,0.28752131906407596,7.998385294399945,5.39509432305615,0.7213857727397763,0.2503582339168242,0.841677097795117
69,0.02968533854635431,-1.375690405624141,1.1625399013815763,0.6525376658520767,21.402752831601873,0.558266001285263,0.7749413044945557,-0.30385680075198573,0.5283880433863755,-3.172229860447511,-1.6096014806547854,-2.991857122130412,0.6548629115540386,0.09911681305223558,0.22680441027972753,7.876884846580508,13.243487746704378,0.1422527654263639,1.0818861065834455,0.6829504758242647
70,0.009433247591771901,-1.6180049063970245,1.9113854619818031,1.9223545172536936,14.78737576722181,0.407856587830266,0.7790534402076628,-1.4356379326914408,0.37253078783799526,-2.9254608543592786,-1.8252899619259049,-0.8733467537346464,0.6330174862352304,0.16588051470726844,0.1623942206193409,4.624084228696661,2.886354053256488,0.8243695132147604,0.6815097723021398,8.611966549420441e-05
71,0.030394274251543524,-1.5821751389297003,0.7793759025526763,0.6910796748328647,20.909226731361823,0.5510141552638593,0.8208653701471231,-2.58294495607254,1.1848805206245108,-3.248063915114197,-2.21435251312164,-1.9689441215799384,0.5546256280207849,0.1548687305489021,0.1606618168391558,6.940485279512207,11.133856150200096,0.2724527329711358,0.6960215055138048,0.39407467500654947
72,0.04216454593469247,-1.2003587899354213,0.5284156337557705,1.7837972505409019,12.720325050593845,0.12071905047549378,0.7851313268055564,-3.7625474606508957,1.3214960417732038,-1.4404927105925185,-1.319521547819908,-2.7852946182675247,0.6259918403659419,0.1617092974108285,0.11387674935353619,7.198188418829292,13.603543078490274,0.5366864753029725,0.1100601009383387,0.6768996689734824
